   1.2287016e+02   7.3452436e+01
   1.3704961e+02   1.1799970e+02
   3.3044436e+01   5.3279881e+01
   1.0811617e+02   1.5215002e+02
   4.1953836e+01   6.9163081e+01
   6.3732523e+01   1.3042490e+02
   1.4348960e+02   3.6860512e+01
   5.2503175e+01   1.7183763e+02
   8.8836616e+01   8.3467524e+01
   4.3973056e+01   1.5313003e+01
   1.1482961e+01   1.6271747e+02
   1.2837750e+02   9.4846950e+01
   1.4825958e+02   7.5434708e+01
   7.4126482e+01   1.3514405e+02
   5.0549983e+01   9.4341253e+01
   1.6927243e+02   1.0578968e+02
   7.3196107e+01   1.7329884e+01
   9.1821923e+01   6.3028423e+01
   8.8565529e+01   1.0304050e+02
   1.0883604e+02   1.7589310e+02
   7.7728229e+01   8.2570819e+01
   1.1698926e+02   1.2543053e+02
   9.8424694e+01   4.2664818e+01
   9.5460421e+01   1.6961697e+02
   4.6920136e+01   1.7871228e+02
   1.0455042e+02   1.0293676e+00
   8.0948982e+01   1.4493819e+02
   1.4504108e+02   3.9807066e+01
   1.0528703e+02   1.7656241e+01
   8.2577510e+01   5.2034926e+01
   1.1432448e+02   9.7036976e+01
   1.1448989e+02   7.6571278e+01
   7.6305380e+01   5.3358509e+00
   6.8833089e+01   1.4426283e+02
   1.0251412e+02   1.6940916e+02
   1.1848969e+02   1.5376232e+02
   8.6166880e+01   1.1494127e+02
   3.5323818e+01   9.1560296e+00
   8.7886606e+01   4.9853559e+01
   3.1198065e+01   1.1920923e+02
   6.1352525e+01   1.2888855e+02
   1.1013187e+02   9.4604787e+00
   7.7965531e+01   1.1783182e+01
   1.3964409e+02   2.9495267e+01
   9.7368574e+01   1.2717826e+02
   9.1447038e+01   1.4738778e+02
   1.4978551e+02   1.2680214e+02
   7.2075390e+01   3.5439062e+01
   3.9713222e+01   3.8949307e+01
   5.5898141e+01   1.3121656e+02
   1.3912769e+02   5.3374753e+01
   1.2512898e+02   1.0919451e+02
   8.9195977e+01   1.2654631e+01
   6.7930071e+01   8.2383925e+01
   9.3645236e+01   8.3229444e+01
   5.1828211e+01   1.2982619e+02
   1.6260557e+02   8.8039149e+01
   3.7544925e+01   1.2644958e+02
   5.1041293e+01   1.5053015e+02
   1.3931594e+01   1.7259989e+02
   7.0270186e+01   3.0354599e+01
   1.7512667e+02   1.7962263e+02
   8.5148885e+01   1.0436970e+02
   1.3198936e+02   7.8354976e+01
   5.9371139e+01   1.6903320e+02
   1.0210347e+02   1.1390172e+02
   1.0173447e+02   1.2740094e+02
   8.6881078e+01   1.3226098e+02
   8.1870166e+01   1.6277574e+02
   6.6681597e+01   5.9161101e+01
   1.3776988e+02   2.0791485e+01
   3.3988107e+01   7.4886791e+01
   2.8479647e+01   1.3176346e+02
   1.6460094e+02   1.0382953e+02
   1.5392802e+02   7.8574179e+01
   1.1093195e+02   4.6328207e+01
   4.3598707e+01   1.7284887e+02
   7.4236195e+01   1.2387429e+02
   7.8704587e+01   1.1782092e+02
   6.1301856e+01   8.0874803e+01
   1.4669487e+02   1.4617618e+02
   6.5590415e+01   5.1956799e+01
   3.9352150e+01   1.0649524e+01
   1.3653995e+02   8.2740252e+00
   1.5016728e+02   6.4273136e+01
   1.1718069e+02   4.9026386e+01
   1.4224255e+02   1.4877603e+01
   1.2038817e+02   8.9091571e+01
   1.2678560e+02   3.6917162e+01
   9.3930139e+01   7.3085123e+01
   1.2792161e+02   1.1070350e+02
   1.0253275e+02   1.1475841e+02
   1.3744889e+02   8.8781778e+01
   2.7452397e+01   2.8884556e+01
   1.1006885e+02   6.8692504e+01
   6.5313093e+01   1.7874379e+02
   1.1826577e+02   1.0519379e+02
   1.1466651e+02   1.7399822e+02
   9.7292618e+01   1.1529131e+02
   3.9514635e+01   3.6380633e+01
